timestamp,device_id,operating_state,load_pct,temperature_c,vibration_mm_s,current_a,power_kw,energy_kwh_5min,threshold_status,data_quality_flag,is_anomaly,anomaly_type,risk_level,incident_id,expected_action
2026-07-01 00:00:00,MOTOR_A,running,57.99,56.23,2.264,14.39,6.366,0.5305,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:05:00,MOTOR_A,running,59.41,57.03,2.231,14.62,6.509,0.5424,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:10:00,MOTOR_A,running,60.47,57.47,2.137,14.91,6.563,0.5469,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:15:00,MOTOR_A,running,59.27,57.64,2.071,14.64,6.583,0.5486,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:20:00,MOTOR_A,running,61.54,57.85,2.283,15.01,6.815,0.5679,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:25:00,MOTOR_A,running,61.09,58.29,2.189,14.57,6.405,0.5338,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:30:00,MOTOR_A,running,61.59,58.4,2.158,14.75,6.877,0.5731,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:35:00,MOTOR_A,running,60.55,58.77,2.275,15.13,6.737,0.5614,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:40:00,MOTOR_A,running,59.03,59.12,2.263,14.43,6.437,0.5364,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:45:00,MOTOR_A,running,58.83,59.09,2.351,14.28,6.564,0.547,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:50:00,MOTOR_A,running,64.48,59.14,2.257,15.58,6.922,0.5768,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 00:55:00,MOTOR_A,running,61.38,59.81,2.327,15.12,6.714,0.5595,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:00:00,MOTOR_A,running,63.02,59.68,2.201,15.17,6.865,0.5721,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:05:00,MOTOR_A,running,61.59,59.5,2.229,15.3,6.688,0.5574,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:10:00,MOTOR_A,running,60.61,59.76,2.239,15.03,6.811,0.5676,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:15:00,MOTOR_A,running,64.78,60.05,2.215,15.91,7.159,0.5966,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:20:00,MOTOR_A,running,65.31,60.32,2.29,15.75,7.419,0.6182,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:25:00,MOTOR_A,running,61.3,60.49,2.396,14.72,6.725,0.5604,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:30:00,MOTOR_A,running,57.0,60.22,2.121,14.46,6.337,0.5281,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:35:00,MOTOR_A,running,66.99,60.3,2.492,15.76,7.318,0.6098,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:40:00,MOTOR_A,running,63.22,60.49,2.167,15.03,6.98,0.5817,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:45:00,MOTOR_A,running,68.58,60.71,2.254,16.42,7.707,0.6423,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:50:00,MOTOR_A,running,67.38,61.04,2.422,15.66,7.531,0.6276,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 01:55:00,MOTOR_A,running,63.4,61.19,2.311,15.27,6.824,0.5687,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:00:00,MOTOR_A,running,61.87,61.01,2.224,15.23,6.618,0.5515,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:05:00,MOTOR_A,running,66.86,61.11,2.399,16.02,7.221,0.6017,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:10:00,MOTOR_A,running,61.74,61.2,2.331,15.43,6.802,0.5668,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:15:00,MOTOR_A,running,64.12,61.32,2.275,16.14,7.083,0.5902,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:20:00,MOTOR_A,running,63.72,60.98,2.246,15.61,7.152,0.596,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:25:00,MOTOR_A,running,63.97,60.93,2.362,15.34,7.141,0.5951,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:30:00,MOTOR_A,running,62.91,60.85,2.278,14.91,6.974,0.5812,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:35:00,MOTOR_A,running,64.5,60.82,2.413,15.45,7.143,0.5953,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:40:00,MOTOR_A,running,63.27,60.76,2.358,16.02,6.737,0.5614,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:45:00,MOTOR_A,running,67.75,60.89,2.325,16.19,7.722,0.6435,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:50:00,MOTOR_A,running,61.44,60.96,2.276,15.08,6.724,0.5604,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 02:55:00,MOTOR_A,running,62.59,60.93,2.306,15.75,6.764,0.5637,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:00:00,MOTOR_A,running,59.29,61.03,2.286,14.52,6.578,0.5482,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:05:00,MOTOR_A,running,58.9,60.75,2.257,14.48,6.628,0.5523,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:10:00,MOTOR_A,running,65.97,60.63,2.368,16.47,7.324,0.6103,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:15:00,MOTOR_A,running,62.58,60.55,2.229,15.4,6.953,0.5794,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:20:00,MOTOR_A,running,59.53,60.85,2.188,14.9,6.271,0.5226,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:25:00,MOTOR_A,running,62.32,60.81,2.197,15.5,6.807,0.5673,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:30:00,MOTOR_A,running,64.37,60.81,2.305,15.72,7.48,0.6233,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:35:00,MOTOR_A,running,61.28,60.78,2.113,15.68,6.921,0.5768,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:40:00,MOTOR_A,running,63.51,60.76,2.103,15.05,6.716,0.5596,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:45:00,MOTOR_A,running,62.29,60.88,2.069,15.0,6.705,0.5587,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:50:00,MOTOR_A,running,63.66,60.78,2.431,15.68,6.98,0.5817,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 03:55:00,MOTOR_A,running,59.85,60.79,2.243,14.61,6.324,0.527,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:00:00,MOTOR_A,running,59.22,60.64,2.22,14.76,6.72,0.56,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:05:00,MOTOR_A,running,60.59,61.01,2.247,14.55,6.65,0.5542,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:10:00,MOTOR_A,running,63.07,61.01,2.171,15.15,7.018,0.5849,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:15:00,MOTOR_A,running,58.59,60.86,2.014,15.11,6.513,0.5428,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:20:00,MOTOR_A,running,60.28,60.86,2.031,14.98,6.678,0.5565,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:25:00,MOTOR_A,running,63.26,60.64,2.083,15.92,7.175,0.5979,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:30:00,MOTOR_A,running,63.87,60.77,2.501,15.57,6.889,0.5741,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:35:00,MOTOR_A,running,60.58,60.92,2.194,14.7,6.677,0.5564,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:40:00,MOTOR_A,running,60.53,60.98,2.261,15.4,6.559,0.5466,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:45:00,MOTOR_A,running,61.22,61.09,2.428,15.05,6.621,0.5518,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:50:00,MOTOR_A,running,58.06,61.01,2.18,14.23,6.534,0.5445,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 04:55:00,MOTOR_A,running,60.99,61.17,2.23,14.95,6.801,0.5668,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:00:00,MOTOR_A,running,59.18,61.01,2.141,14.41,6.397,0.5331,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:05:00,MOTOR_A,running,59.32,60.63,2.22,15.12,6.799,0.5666,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:10:00,MOTOR_A,running,59.23,60.5,2.245,14.25,6.486,0.5405,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:15:00,MOTOR_A,running,57.6,60.62,2.104,14.87,6.317,0.5264,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:20:00,MOTOR_A,running,57.8,60.52,2.265,14.54,6.445,0.5371,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:25:00,MOTOR_A,running,62.21,60.73,2.389,14.98,6.795,0.5663,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:30:00,MOTOR_A,running,56.69,60.59,2.078,14.36,6.161,0.5134,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:35:00,MOTOR_A,running,54.55,60.6,2.073,13.92,6.021,0.5018,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:40:00,MOTOR_A,running,58.3,60.37,2.048,14.31,6.496,0.5413,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:45:00,MOTOR_A,running,60.05,60.46,2.344,14.87,6.61,0.5508,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:50:00,MOTOR_A,running,57.13,60.36,2.323,14.49,6.348,0.529,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 05:55:00,MOTOR_A,running,60.07,60.56,2.06,14.79,6.609,0.5508,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:00:00,MOTOR_A,running,63.12,60.83,2.283,15.99,6.905,0.5755,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:05:00,MOTOR_A,running,56.48,60.1,1.908,14.3,6.036,0.503,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:10:00,MOTOR_A,running,63.44,60.33,2.176,15.18,6.952,0.5793,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:15:00,MOTOR_A,running,64.31,60.8,2.32,15.3,6.982,0.5818,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:20:00,MOTOR_A,running,61.72,60.78,2.204,14.77,6.722,0.5602,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:25:00,MOTOR_A,running,61.46,60.97,2.243,15.31,6.697,0.5581,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:30:00,MOTOR_A,running,61.84,60.78,2.332,15.03,6.677,0.5564,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:35:00,MOTOR_A,running,57.86,60.59,2.114,14.71,6.205,0.5171,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:40:00,MOTOR_A,running,62.61,60.7,2.411,15.29,6.767,0.5639,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:45:00,MOTOR_A,running,59.71,61.01,2.186,14.97,6.412,0.5343,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:50:00,MOTOR_A,running,63.06,60.95,2.414,15.38,6.844,0.5703,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 06:55:00,MOTOR_A,running,62.79,60.94,2.264,15.33,6.887,0.5739,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:00:00,MOTOR_A,running,67.86,61.14,2.455,16.28,7.552,0.6294,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:05:00,MOTOR_A,running,65.43,60.94,2.23,16.02,7.206,0.6005,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:10:00,MOTOR_A,running,65.38,61.34,2.342,15.88,7.34,0.6117,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:15:00,MOTOR_A,running,63.42,61.36,2.155,15.02,6.86,0.5717,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:20:00,MOTOR_A,running,67.74,61.39,2.475,16.21,7.577,0.6314,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:25:00,MOTOR_A,running,65.6,61.39,2.45,15.35,7.297,0.6081,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:30:00,MOTOR_A,running,70.01,61.73,2.425,15.95,7.722,0.6435,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:35:00,MOTOR_A,running,70.24,61.47,2.376,16.57,7.716,0.643,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:40:00,MOTOR_A,running,71.75,62.27,2.332,17.2,7.989,0.6657,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:45:00,MOTOR_A,running,69.43,61.98,2.442,16.24,7.533,0.6277,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:50:00,MOTOR_A,running,72.12,61.8,2.605,16.56,8.174,0.6812,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 07:55:00,MOTOR_A,running,69.37,62.26,2.141,16.2,7.599,0.6333,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:00:00,MOTOR_A,running,67.91,62.26,2.436,16.15,7.291,0.6076,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:05:00,MOTOR_A,running,71.62,62.03,2.389,16.79,7.944,0.662,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:10:00,MOTOR_A,running,71.24,62.36,2.381,16.87,7.881,0.6568,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:15:00,MOTOR_A,running,69.53,62.43,2.325,17.0,7.619,0.6349,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:20:00,MOTOR_A,running,76.0,62.36,2.53,17.91,8.159,0.6799,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:25:00,MOTOR_A,running,68.98,62.37,2.431,16.44,7.659,0.6382,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:30:00,MOTOR_A,running,71.37,62.39,2.414,16.69,7.727,0.6439,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:35:00,MOTOR_A,running,73.68,62.68,2.527,17.05,8.104,0.6754,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:40:00,MOTOR_A,running,70.76,62.48,2.488,16.63,7.817,0.6514,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:45:00,MOTOR_A,running,78.1,62.79,2.601,18.01,8.579,0.7149,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:50:00,MOTOR_A,running,75.84,62.92,2.498,17.69,8.248,0.6873,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 08:55:00,MOTOR_A,running,75.7,63.0,2.427,17.49,8.422,0.7018,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:00:00,MOTOR_A,running,74.0,63.19,2.512,17.38,8.155,0.6796,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:05:00,MOTOR_A,running,78.01,63.42,2.617,17.79,8.732,0.7277,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:10:00,MOTOR_A,running,75.45,63.25,2.506,17.49,8.36,0.6967,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:15:00,MOTOR_A,running,78.15,63.41,2.541,17.87,8.466,0.7055,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:20:00,MOTOR_A,running,80.11,63.14,2.497,18.4,8.693,0.7244,normal,ok,False,none,normal,,Rutin izlemeye devam et.
2026-07-01 09:25:00,MOTOR_A,running,78.83,63.61,2.52,18.38,8.634,0.7195,normal,ok,False,none,normal,,Rutin izlemeye devam et.
